InputStoryid,InputSentence1,InputSentence2,InputSentence3,InputSentence4,RandomFifthSentenceQuiz1,RandomFifthSentenceQuiz2,AnswerRightEnding
c9bc611e-b71c-48e9-a3d3-4a4ebcb9a8cc,Tom was preparing for the big exam.,Then he fell asleep from boredom.,He slept for five hours.,He woke up in shock.,Tom tried to learn as much as possible before the exam.,Tom felt ready for the exam.,1
7ef8e330-87c0-45f1-a4ac-c51818a46ac5,My friends were having lunch and we met at the table.,Ben was hungry and finished his lunch before everyone else.,He returned to the dining room to buy more food.,That didn't mean it was invented.,"He decided to buy more lunch, and then he felt sick.",Then he stopped eating because he was full.,1
86178f58-f674-42bc-91f8-23038c98197a,Jill's father took her to choose a kitten.,There were two in the cage.,He couldn't leave any behind.,His father agreed.,Jill and her father brought home a kitten.,Jill and her father took both kittens home.,2
2a41a1bd-54d3-40cb-ba38-eba5e3c5c31c,Today was my first class field trip.,My class went to the field at the back of the school.,Many students and teachers rested on towels spread out on the floor.,There were also a number of sports activities.,I got a nice tan that day.,I got hit in the face with a football and got a black eye.,1
50a2e0a9-17b0-4670-9e3b-7c7a0bcf3512,A dog stopped at a pond to drink.,He mistook his reflection for another dog.,"Hungry for a fight, he jumped into the water.","Not surprisingly, his opponent proved elusive.",The dog ran home with its tail between its legs.,The other dog caught him and bit his ear.,1
1257ebe1-6a10-49c0-bd35-28ca88e2baec,Peter wanted to show his daughter his favourite Christmas song.,She played him a video of the song.,He then let her listen to the soundtrack.,"Most recently, he decided to sing the song for her.",Peter hated Christmas.,Peter's daughter enjoyed the music.,2
00c4e875-144a-4c40-b83a-08a7e9926253,Yao was an avid gardener.,He had a big garden in his back yard that he loved.,He decided to take his vegetables and enter them in the local market.,He was curious to see the results.,Yao also placed in two categories.,The judges ate Yao's vegetables without rewarding him.,1
e347459b-dd6e-4b4e-afae-7bbb45964184,Mary loved jumping rope.,He did it all the time.,This has kept him in good shape.,He always had energy.,Mary lost her job because she had no stamina.,Mary was happy to learn to jump rope.,2
606f2a0b-3565-4cf8-8b95-efc4196a5ef3,I was at the bar with some friends.,It was my turn to take a ride.,I went up to the barman and asked him for 13 beers and a shot.,He asked for my card and took my order.,He told me to go to hell.,You fulfilled my order.,2
c2053646-85b1-41b4-8244-bfb1a2c21029,Scott was hungry.,She decided to cook dinner.,He cooked tacos.,He made enough to share with a friend.,Her boyfriend loved the tacos Scott cooked.,The friend was so offended that he asked Scott to leave.,1
1e65a4f0-bc9e-4ff7-84e0-8eff744d95aa,Jorel wanted to try out for the basketball team.,He practiced very hard.,He was very nervous on the day of the audition.,The exercise has paid off.,He was invited to join the team.,He played a terrible game.,1
4970b8a1-f2b4-4cfd-85d0-0e93edbd86f7,Beth and Carol went out for Chinese food.,"After dinner, Beth opened her fortune cookie.",Beth was looking forward to good luck for the rest of the week.,Beth called him during the week to give him some good news.,Beth's dog was hit by a car!,Beth has won the lottery!,2
f6f37f29-ff73-4b5b-980c-55b0a2d1340c,Sally liked the soda water her mother bought.,He grabbed one from the fridge.,He was excited to open it and taste it.,Sally did not know that her brother had shaken them all before her.,The water was very calm.,The water exploded.,2
e0644cca-3711-444f-ba22-22e701d18fa9,The bride and groom walked down the aisle.,They eventually married.,The wedding was at the country club.,"When the bride threw her bouquet, her best friend caught it.",Your best friend felt angry.,His best friend was delighted.,2
facc8d6c-0f9d-472a-aa08-a7bacb41d38b,Gordon rushes to the meeting.,He runs out of the laboratory and slips on the ice outside.,"When he stands up, he notices that he has scratched his wrist.",You can barely make it to the meeting on time.,Gordon is fired for being late for a meeting.,Gordon vows to be more careful next time.,2
cd4c6628-e2b1-4959-afaf-e3008821b177,The two elderly ladies were chatting while having lunch in the park.,One of them took out a basket and put the food on the table.,They were happy to talk and eat until they started to argue about something.,One of them threw a slice of cake at the other and started a food fight.,The police had to come and break up the dispute.,They complemented each other on how delicious the cake was.,1
11c99af0-78e8-414d-b78c-2c70fe407ba6,Mike had a beautiful girlfriend.,One day he was walking in the schoolyard.,He saw his girlfriend with another man.,The other guy was his friend Bob.,Mike was glad he wasn't walking in the schoolyard.,Mike was sad to see his girlfriend with someone else.,2
7ac29522-a873-4083-832c-cf8fbbf3d1dd,Kara lost her dog yesterday.,Kiborult.,Kara desperately searched all over the city.,He eventually found the dog in a neighbour's garden.,Kara asked neighbours not to put dog food in their yards.,Kara bought a house cat and painted it pink.,1
1055bd28-9480-4e7e-8b5c-68575b03911b,Every year we attend a poolside barbecue at my aunt's house.,"One year, when my sister was very young, she fell into the pool.","As soon as my father noticed he was gone, he ran to the pool.",He dove in and brought my sister to the surface.,"After we rescued him, we were all relieved.",Then we let him swim.,1
44b83c91-61e5-48e1-aa8b-a4712e3b837a,"The harpooner hit the whale, which spun and took off running.","Everything was fine for a few minutes, but then the whale made a low sound.",The line couldn't pay off fast enough and the nose sank deep.,The boat slipped under the waves and never came back.,The harpooner sank with the ship.,The harpooner turned up on a surfboard.,1
054e6e40-539e-4b88-b81d-acec771d42cb,Sarah was very hungry.,"He went to the kitchen to eat, but all he got was bread.",He baked toast with butter and jam.,"When he went to the table, he dropped the toast.",Sarah was so depressed.,Sarah was glad she had dropped the toast.,1
f82aee98-72da-4a92-b898-d4d362101498,"The day after Christmas, we left North Carolina for Florida.",It was a long drive and we couldn't wait to get there.,We spent time with the family and went to Disney World.,We spent a whole day at the Magic Kingdom.,Then we went home and slept peacefully.,We then left Six Flags and went home.,1
099edf1f-91ae-4f8c-b9ed-4e921a7c3b02,Nicole wanted more than anything to be an aunt.,The problem was that he had no brothers or sisters.,Today Nicole received a message from her cousin Xiao.,Xiao and her husband were expecting a baby boy.,She thought she could be an honorary aunt.,She decided she didn't like babies.,1
fee44088-f58d-4ef9-93dc-cffe69f03d77,Mary and Emma drove to the beach.,They decided to swim in the ocean.,Mary turned to speak to Emma.,Emma told us to be careful of the waves.,The ocean was as calm as a bathtub.,A big wave knocked Mary to the ground.,2
cef2eb7e-2792-46b4-9492-dbabc9155829,Jeff just got engaged to his girlfriend Ashley!,They are very happy and immediately started planning the wedding.,Within hours they realised how expensive everything was going to be.,Jeff decided to work part-time to pay for it.,Ashley also got a part-time job.,Jeff quit that day.,1
4989e550-64be-4b0e-a667-fee519fc2980,Josh got up early to get ready for the planned hike.,"After taking a shower, he made sure he packed all his equipment.",He left his house and went to the park where he was going hiking.,"Since it was still early in the day, Josh mostly left the trail alone.",Josh loved nature.,Josh abhorred the outdoors.,1
5be778f7-bed0-4ffd-b275-eaa8dd6eb417,Friday was a basketball game.,My friends and I wanted to watch it.,We got together and got some money for a snack.,We went into the field and sat down.,"After we sat down, we decided to leave.",We had the seats on the side of the track.,2
a524f46d-2122-4d80-9cf6-35e7295e27c1,Anne wanted ivy to climb the walls of her house.,He thought it was strange and magical.,She got little ivy seedlings and planted them.,Soon they started climbing the walls of his home.,That's exactly what he wanted.,He was very allergic to poison ivy.,1
94d111c2-3c86-40cc-afaa-e9d0a123c3d5,My goal is to get over 200 kilos on the squat machine.,"In my gym, that's the maximum weight on that machine.",At the moment I can only manage about one hundred and fifty kilos.,I worked very hard on it for more than six months.,I know that one day I will eat pears.,I know I will get there one day.,2
36df2002-92f3-4a85-ac47-8df95d219cb2,Ella's father had to go on a business trip to Munich.,Ella begged her father to take her with him.,He had never been to Germany and wanted to see it!,Her father agreed and took Ella on the trip with him.,He was disappointed.,He felt wonderful.,2
f2a6a95f-5396-4984-a7a5-06df5b948f40,Henry's parents took him to his first cinema.,They bought him some snacks before they went in.,"Inside the theatre, they sat in the back row.",Henry enjoyed the whole film.,She cried and begged to go home.,He thanked his parents for taking him to the cinema.,2
b58034b4-b513-4b73-86e5-57755b8fc4d2,Tim loved swimming with tuna in the deep ocean.,He would never hurt them or try to catch them.,One day a fishing boat arrived at the home of the tuna.,Tim tried to dive with the tuna the next day.,He couldn't find the tuna.,He was not looking for tuna.,1
97d25389-0521-4516-bafc-2cec760dbd4a,Mel took a girl on a date.,They had a wonderful time.,The next day he called her for a second date.,He was worried that she would refuse.,He was on a trip to Alaska for a while.,"To his relief, she accepted.",2
59201852-aca6-4676-a477-b7c6e6707679,Lira was very excited to meet her favourite rapper.,He had backstage passes for after the concert.,He went backstage and introduced himself.,"She was horrified to find that the rapper was drunk, rude and sexist.",Lira became one of the rapper's roadies.,Lira never listened to the rapper's music again.,2
1ca57071-a5bb-4dcc-b0bf-d5321e6e3845,"While washing up, Caitlin broke one of her mum's best dishes.",Caitlin knew her mother would be angry.,He lied and said his sister did it.,His sister was scolded.,Caitlin felt guilty and came clean to her mother.,Caitlin's sister deservedly bore the punishment.,1
bb99b560-0513-4756-88fc-0c6aa8cecadb,Andrea was looking for a new pet.,He was considering adopting a dog.,"After visiting the local dog shelter, he decided to rescue a puppy.","Once the paperwork was finalised, Andrea took the dog home.",Andrea introduced the dog to the family.,Andrea gave the dog to a stranger.,1
8cbd5a81-89cb-433c-a34d-ced88c0fdd8d,Will and Anna have been dating for 12 years.,They went on holiday together to the beach.,"Walking along the beach, Will decided to propose.",Anna said yes.,Will was very upset that Anna said yes.,Eight months later they were married.,2
65afbe34-fc9d-4834-88b0-64e40acf5a6e,Ellie watched the carousel.,He could not decide which animal to ride.,There was a pink horse or a blue bunny.,So he got on it twice.,"Each time he rode a different animal, which made him happy.",Ellie cried both times because she didn't want to get on.,1
758bfe67-dfe7-4908-93fa-d5825f703f96,I played football with my friends.,We set up our position.,"When the game started, I was attacked.",I hurt my knee and screamed.,My friends stopped the game to help me off the field.,I stood back to finish the game.,1
93405aa3-0d24-4bba-8aa8-3a7d4d91bf29,Today I had a visit from my rehabilitation therapist.,He was going for a quick workout.,We started with some lower body exercises.,"When I did some sit-ups, he tried to do more sit-ups than I did.",My rehabilitation therapist is motivating.,My rehabilitation therapist is a narcissist.,1
ee44e2e3-efc7-4529-8755-2ff5ac1897d9,I bought my girlfriend a new pair of gloves for Christmas.,They are made of leather and look good.,He liked them and tried them on.,"Unfortunately, they didn't fit.",My girlfriend has just graduated in soil management.,I took them back to the shop and bought another size.,2
63a75f76-2746-410e-b102-9dbf97c164e0,Mina lost her bag in a restaurant.,He was so unhappy!,He thought he would never get his things back.,But then Mina had a wonderful surprise.,A stranger stole your bag.,A stranger found his bag and took it back to the restaurant.,2
05e5583a-c950-49f3-a03e-80d7f9ccefa6,Pete has a new job at a software company.,It was Pete's dream job his whole life.,Pete wrote down all his good ideas and kept showing them to his boss.,Pete was soon promoted to Deputy Director.,Pete left his job and never looked back.,A year later he was promoted again.,2
ddda87a3-3139-44fe-8593-6fd6fd643a3c,I haven't seen my girlfriend for a while.,"You have a new job, so it's hard to talk.",Work takes up all his time.,He finally called me to hang out.,"I was not happy about it, so we broke up.",I was very happy and we made plans.,2
d05b6efe-0ec1-441d-9d53-200701babc6b,Gina just wanted to be alone to cry.,The only place he could do this at school was in the toilets.,But the people were in the bathroom.,"He stood with his hand on the door, feeling the tears burning his eyes.",He couldn't help but burst out laughing.,He tried to speak as quietly as possible while sobbing.,2
df758982-8116-4c76-b7cb-5f67e0a97914,Gina was watering the garden.,"As her brother walked past, he splashed water on her.","He ran, laughing and screaming.",His brothers and another brother joined him.,Gina was sad.,Gina had a great time.,2
5a71cb4d-23f8-465a-84ac-a69ca56dfa07,Agatha has always wanted to keep birds.,So one day he bought two house finches.,Soon he could no longer stand their constant noise.,And even worse was their constant mess.,Agatha decided to buy two more.,Agatha decided to give them back.,2
c6653f2f-77a9-4adc-8dd6-64754847a6f3,The boys wanted to go to the cinema.,"They knew that if they asked to go without doing the chores, they could not go.",All the chores are done.,They asked if they could go to the cinema.,Their parents told them that they had to do their chores first.,Their parents said yes and went to the cinema.,2
20165765-4bc3-4a45-9c22-44ff8fd303c5,I noticed that my hair is getting too long.,"I tried to cut myself, but I couldn't.",I put on my shoes and grabbed my keys.,I went to the hairdresser for a haircut.,You have done a great job.,He told me to cut myself.,1
3ea721b1-70dd-4222-b25d-4273e80ae312,Sandra couldn't believe she had finally arrived in Hollywood.,He started auditioning to realise his dream of becoming a star.,Things did not work out and she had to work as a waitress to make ends meet.,He soon learned that one of his regulars was a talent scout.,Sandra told the agent to leave her alone.,So he befriended the agent.,2
7b25f5dd-7081-47e1-99ee-ef1bdc679a00,Sally wanted to surprise the office with a cake.,Sally felt she could make them smile with a cake.,He went to the supermarket to get the cake.,"In the office, he gathered the staff around the conference table.",Then he brought out a cake and they all felt better.,He told them he didn't have the cake.,1
16ac16d6-41a4-49f4-a3e1-ec242ce8f921,Sarah studied algebra on her own.,But after a few weeks it hasn't improved much.,He realised that he had not set himself any goals.,So every day he set a specific goal.,Soon Sarah started to learn algebra better and better.,Then Sarah gave up learning algebra.,1
3db2f1f0-1ec7-4738-b3c5-154b63000671,Lewy loved tractors.,One day he decided to build one.,He went to the scrap yard for parts.,He then took them home.,Lewy decided to throw away all the worthless tractor parts.,He built his own tractor.,2
ed594d9e-4c0f-4110-be41-95859a167e16,Bill could not afford to go to college when he was younger.,He is now an old man whose dream is to get a degree.,"At the age of 70, he finally achieved his dream.",Everyone was very proud of him.,Bill was the proudest.,Bill is ashamed of himself.,1
83749a3e-53e3-4e7e-9511-ca63638aca7e,Dan saw a dog shivering in the rain and thought it looked lost.,The dog was friendly enough and Dan was able to take him home.,The animal had no tags or collar and appeared to be malnourished.,Daniel put up signs in the area and asked his neighbours.,Dan found an owner for the dog.,Dan gave up and released the dog back into the wild.,1
6ef9c54c-5c2e-4134-8ac0-0e3c978cdb0c,The teacher was walking with a pile of papers.,It started to rain outside.,"When the teacher tried to go down a few steps, she finally fell.",The papers flew out of his hands and landed on the floor.,A passerby helped him up and helped him collect the papers.,"The teacher stood up and walked home, leaving the papers behind.",1
a4649658-7420-442a-8b13-336f991a2e0c,The Bradley family decided to go camping.,They packed me into the car for the two-hour journey.,"When they arrived, it was almost dark and a storm was brewing.","After the rain stopped, they set up the tent and lit a fire.",The Bradleys then had a great camping trip.,The Bradleys turned around and drove home.,1
a5af376d-4177-4abd-b85d-3645e120fce5,Don and his wife went to a video rental store.,"After half an hour, they could not decide which film to watch.",Don asked the shop owner to choose a film for them.,The owner chose the popular romantic comedy starring Katherine Heigl.,Don and his wife gave up and went home.,Don and his wife got the film.,2
0ff6265a-5399-49ee-84d4-422a40a342c2,Missy got drunk and went to get a tattoo.,He decided to get a tattoo on his forehead.,The next day Missy was horrified by what she had done.,Missy scraped together her money to pay for the tattoo removal procedure.,Missy got another tattoo on her face.,"After much wasted money, the tattoo is gone.",2
ad95df27-042e-492f-8762-8ba1de02b471,Jon was getting out of shape.,Jon decided to lose weight.,He started eating better and moving around.,Jon kept going and started to feel the results.,Jon was delighted to see the results of his weight loss.,John had a burger and fries for dinner.,1
157ed81f-52a5-4cdc-934c-6ee421675cc9,The high school football team was preparing for the playoffs.,The team was excited and the city was supportive.,The doors are decorated.,Shops closed early.,The home stands were full when the match started.,No one in town was interested in the match.,1
5c609bdb-3a4f-4f3f-a50b-0f8246ee6841,Earl gets up early to make coffee.,"That day, he wanted to work awake.",The smell woke up all her flatmates.,They also wanted to make coffee.,All his roommates made coffee.,All his flatmates were sick from coffee.,1
71fbcabb-27b4-4449-a161-a8af8e3d4d8f,Maggie has a dog.,He takes his dog for a walk.,They go to the park and play.,"When they get home, Maggie feeds her dog.",Maggie and her dog are best friends.,Maggie hates spending time with her smelly dog.,1
41963889-83cc-409d-9bdb-fc26eeb460c2,Ella was trying to choose a prom dress.,He could not decide!,So he asked his friend for his opinion.,"She said that whatever dress she chose, it was beautiful!",Ella was angry because her friend was so critical.,Ella realised that it didn't really matter what outfit she chose.,2
d0797834-8c42-44cd-8d2c-3fee56b84e28,Ben decided to be fitter for 2016.,He planned to train at least four times a week.,Ben decided to wait until next Monday to train.,Monday passed and Ben still hadn't started his training plan.,Ben never starts training.,Ben goes to the gym every day.,1
337bde69-adb0-4fb5-aedf-03185ea882d5,G Bear is a teddy bear with a box.,He talks back to you in gibberish.,I bought one for my wife when we were young.,He gave it to our daughter when she was three.,Our daughter was very grateful for the gift.,Our daughter was depressed.,1
519cc090-8a11-486c-89e4-1e4c20a41ba5,Chris had a lot of chicken.,Every day he collected eggs from them.,He took the eggs to the farmers' market.,Everyone loved Chris's eggs and paid a lot of money for them.,Chris then opened a business and became successful.,Chris could not sell eggs.,1
638b4ccf-e7cd-4974-bfe4-5500f2342523,My daughter celebrated her 6th birthday.,We decided to throw a party for him and his friends in an art studio.,All his friends arrived and waited for instructions.,All the friends listened to the instructions on how to paint their pictures.,"After the audition, the children created wonderful artworks.",The children then started to write their own songs.,1
ef111a9f-243a-422d-b95a-a367fac80162,My mom went to the store last night.,He stopped at a traffic light and some guys ran up to his door.,They put a gun to his head and told him to get out of the car.,They took it and drove away.,Mum slapped boss Brody for not closing the beaches.,Mom will never shop in that store at night again.,2
8c5e75c6-2905-47e6-87c0-0af7673ae9e0,Sal kept playing his game.,He couldn't beat level 9 for anything!,Then his cousin came and offered to help him.,The two boys played side by side.,They spent the afternoon reading books together.,"Finally, Sal got to the next level with the help of his cousin.",2
378d475a-fc83-43bc-8c98-c2df16f26edb,Will worked for a coal mining company.,He was the manager.,He quit last year.,He said he could not deal with these people.,"After he quit, he managed to find a better job.",Will was then fired from his job.,1
d64ddc27-16fe-4489-a3e9-dbb6c87fb10b,Bob was a hoarder.,He has collected a lot of useless things in his home.,The rubbish started to pile up in his home.,Bob decided to call a professional cleaning service.,Bob proudly showed his house to the cleaners.,Bob was nervous about what the cleaners would think of him.,2
f750d7c0-1f23-4f93-807f-7fad39c5f756,I asked my girlfriend to the ball in a very creative way.,He said yes!,I got a tuxedo and she got a beautiful dress.,At the prom we became prom king and prom queen!,It was a spectacular and memorable evening.,My girlfriend didn't want to go out with me anymore.,1
3f01b38e-acfc-4869-81ff-72aacca3364f,Today was the first day of Lent.,I was in a bad mood because I couldn't eat anything.,"I tried to fall asleep, but it didn't go well.",My friends offered me food.,I did not find the food tempting at all.,I gave in and accepted the food because I was hungry.,2
26bc6970-8091-4aac-9342-6d0484149753,Jane went for a walk.,"During his walk, he passed an animal shelter.",He saw an adorable dog staring back at him from the window.,Jane went in and immediately made friends with the dog.,She asked the shelter worker if she would adopt the dog.,He slapped the dog with a newspaper.,1
775d05ad-1b95-4b34-92cd-3d61c21b1b26,Rufus has always loved the soothing sounds of the cello.,He was determined to learn to play the cello one day.,He enrolled in a cello class and practiced every night.,"Finally, he was an expert on the cello.",Rufus was not very musical.,Rufus was determined.,2
6ef7b889-f58d-477a-8539-50aaf66f0176,Chuck bought a stereo in a store today.,"He went home, set everything up and excitedly played his music.","As soon as he played the first song, one of the speakers broke.",Chuck was upset and returned to the shop with the broken stereo.,The story quickly replaced the stereo.,The stereo was perfectly fine.,1
c5a1ae49-1b72-4d04-b8af-c1af12f0bb2c,Molly has just gone to the shop to get her son's birthday cake.,He didn't bother to check the box before he left.,"When he got home, he opened the box.",Then he realised he had picked the wrong cake.,"Fortunately, her son was too young to remember her mistake.",He was very proud of himself.,1
9f8aab3c-1a0f-4eed-8b64-e608fa9a4543,Kate held a school fundraiser for Krispy Kreme donuts.,Kate was selling donuts for band uniforms.,"In addition, the best seller would receive a cash prize.",Kate spent the next two weeks working hard to sell donuts.,Kate did not sell doughnuts.,Kate won a hundred dollars.,2
e3626fc9-6432-454e-b5b4-265179b2d5a6,Ed wanted to make homemade juice for his family.,He bought a bag of oranges and squeezed the juice.,He then refrigerated the juice overnight.,In the morning he served it to his family.,His family loved him.,It was the best apple juice ever drunk.,1
b47f0177-fb6c-4020-8f14-c5bcf6fe6939,Lily has always loved to read.,Have you ever wondered what it would be like to write a book?,He decided to take a course in fiction writing.,Lily did well on the course and wrote a short book in the process.,Lily hated writing.,Lily enjoyed writing the book.,2
4c8883cb-73d7-48ff-801c-75ced9d95170,Drew orders an ice cream sundae at the Drive Thru.,He drove to the front window to wait for his order.,The cashier handed over the ice cream with one hand.,Drew took the ice cream scoop and turned it upside down.,Drew made a mess.,This is how Drew kept his car clean.,1
e8ba9921-bf45-4468-a39f-3e6c930a3e7d,Sally wanted to take the dog for a walk.,He had his phone in his hand.,The dog tugged hard on the leash.,The phone went dead.,Sally was happy.,The phone is broken.,2
8863dc86-394e-47e0-9de9-f54309abad09,Gordon had to mow the lawn.,He took the lawnmower out of the shed.,He filled the mower with petrol and oil.,He pulled the starter cord to start the engine.,Gordon thought the overgrown grass was rustic and attractive.,The engine roared and Gordon started up.,2
