InputStoryid,InputSentence1,InputSentence2,InputSentence3,InputSentence4,RandomFifthSentenceQuiz1,RandomFifthSentenceQuiz2,AnswerRightEnding
3f076ec0-6985-418d-bb75-45b437aceca0,Ari naponta 20 dollárt költ savanyúságra.,"Úgy dönt, hogy saját magának készíti el, hogy pénzt takarítson meg.",A savanyúságot sós lébe teszi.,"Ari 2 hetet vár arra, hogy a savanyúság megavasodjon.","Ari kinyitja az üveget, és tökéletes savanyúságot talál.",Ari savanyúsága édes.,1
b5bc0ca6-03b0-43c0-8114-20186b5f783b,Trudey regényeket akart írni a megélhetésért.,Írt egyet hagyományos kiadói eszközökkel.,"Alig hozott annyit, hogy fedezze a kapott előleget.",Egy másikat önkiadás útján írt.,"Trudey azt remélte, hogy az önkiadás jövedelmezőbb lesz.","Trudey felhívta a nővérét, és megkérte, hogy jöjjön el vacsorázni.",1
43ff94c9-d83c-4ac5-bb44-d91f808c1e61,Feliciano elment olajbogyót szedni a nagymamájával.,"Miközben szedtek, a nő történeteket mesélt neki az őseiről.","Mielőtt észrevette volna, a nap már lement.","Hazavitték az olajbogyót, és együtt ették meg.",A pár ezután elment olajbogyót szedni.,Feliciano örült a szép napjának.,2
5b2f7f43-ce2f-4405-9576-21ef0ae67612,Áron barátnője meghívta őt vacsorára.,"Azt mondta, hogy a kedvencét, a csirke alfredót készíti.","Áron nagyon izgatott volt, hogy a nő főzni akar, de utálta az alfredót.","Biztosan összekeverte a szavait, amikor a férfi elmondta neki a legkevésbé kedvencét.","Áron azt javasolta, hogy inkább segítsen neki főzni egy másik ételt.",Áron szakított vele.,1
d9dde843-ee66-4dca-820a-c3d489ba586f,Oliver ideges volt az esküvője miatt.,"Aggódott, hogy dadogni fog az eskü alatt.","Amikor eljött az idő, mély levegőt vett, és beszélni kezdett.","Dadogott, de a felesége mosolygott és megölelte, és jól volt.","Oliver úgy döntött, hogy nem megy férjhez.",Oliver nagyon hálás volt a felesége szeretetéért.,2
705d7e4d-3b56-48dc-9dad-9b14eff97d95,Sara elvesztette a macskáját.,Olyan szomorú volt!,Az egész környéken táblákat helyezett el.,Aztán csodálatos dolog történt.,Sarah eltörte a lábát.,Valaki megtalálta a macskáját.,2
a37be14a-7724-464c-8344-87624fafaa34,Kelly az új Mario-játékával játszott.,Már hetek óta játszott vele.,"Olyan sokáig játszott anélkül, hogy legyőzte volna a szintet.",Végül legyőzte az utolsó szintet.,Kelly dühös volt emiatt.,"Kelly nagyon boldog volt, hogy végre legyőzte.",2
17cfe8c3-561d-4910-8644-0565deccbe79,Tim és Deb már majdnem egy éve járnak.,"Tavaly karácsonykor egy partin találkoztak, amelyen részt vettek.","Tim felvette Debet egy randira ma este, és elvitte egy elegáns vacsorára.",A desszert után megkérte a kezemet.,Deb igent mondott Tim házassági ajánlatára.,"Deb azt mondta Timnek, hogy őt csak a nők érdeklik.",1
87aa1560-0c24-4a6d-8507-6ae058e4422a,A szobatársam Németországból származik.,Nagyon jó szakács.,"Egyik nap olyan kolbászt készített nekem, amilyet otthon, Németországban evett.",A kolbász szerinte rosszul sikerült.,Szerintem a gabonapehely nagyon finom volt.,Én egyébként szerettem őket.,2
9cba37ea-cc3e-4775-b044-c3d3d4983d22,Gyerekkoromban nagyon szerettem volna dámázni.,"Leültem a nagyapámmal, és ő tanított engem.","Eleinte csak tanított, de ez egy különleges dologgá vált.","Ahogy idősebb lettem, továbbra is dámáztam vele.",A mai napig utálom a dámát.,Nagyon szép emlékeim vannak a dámáról.,2
a0769cd4-45a0-492c-a566-b14b9b17cba6,"Ivy is akart egy mobiltelefont, mint az összes barátja.",A pénzt az újságkihordásból gyűjtötte össze.,Hamarosan elég volt egy telefonra.,"Elment vásárolni, és kiválasztotta a tökéletes telefont.",Amy minden pénzét ruhákra költötte.,Imádta az új telefonját.,2
40f3b904-81c7-4e92-b245-ff20840733a2,Dave besétált az élelmiszerboltba.,"Azért ment oda, hogy megvegye a kedvenc energiaitalát.",Csak egy konzervre volt elég pénze.,"Elérte a folyosót, és amit látott, mosolyra fakasztotta.",Dave egy egész ládányit vett.,Akciósak voltak.,2
b00c883d-782a-428a-be8d-1749a200575f,"Gina a nagyapja ágyán ült, és kifelé bámult.","Tél volt, és a kertje tavaszig elhalt.","A nagyapja meghalt, így nem lesz, aki gondozza.","A gyomok átvennék az uralmat, és megfojtanák a virágokat.","Gina megkérdezte a nagyapját, hogy milyen virágot szeret a legjobban.","Gina úgy döntött, hogy kimegy, és leszed néhány gyomnövényt.",2
1d3e5ddd-76a9-401d-8c5c-a6f5f0bd7160,Ramona nagyon boldogtalan volt a munkahelyén.,"Emelést kért, de elutasították.","Az elutasítás arra késztette, hogy agresszívan átfésülje az álláshirdetéseket.","Talált egy érdekes új lehetőséget, és összehozott egy interjút.",Az új állást magasabb fizetésért ajánlották fel neki.,"Ramonának nem volt oka arra, hogy munkahelyet akarjon váltani.",1
34ddd737-0709-4fc7-b64b-6c43eaf9f48c,Egy videojáték-konzolt akartam venni.,"Megkérdeztem a szüleimet, és ők előálltak egy ötlettel.","Azt mondták, hogy ha elvégzem a házimunkát, akkor pénzt kapok, amit megtakaríthatok.",Egy egész nyáron át minden héten kérés nélkül elvégeztem a házimunkát.,A szüleim elég pénzt adtak a konzol megvásárlására.,A nyár végén visszaadtam a pénzt a szüleimnek.,1
fc416bf8-23b2-41af-b4bf-ffc544321166,Felipe már kisgyermekkora óta érdeklődött Németország iránt.,A nyelvet és a kultúrát könyvtári könyvekből ismerte meg.,Végül a főiskolán eljutott Berlinbe.,"Felipe imádta a német művészetet, az ételeket és a sört.",Felipe soha többé nem akart Németországba menni.,Felipe élete későbbi szakaszában ismét ellátogatott Németországba.,2
d8079c78-7eda-4006-a7f5-993cc1456bcb,Miles tetőfedő volt.,"Szerette a munkáját, és nagyon jó volt benne.","Egy nap azonban nem figyelt oda, és leesett a tetőről.",Szerencsére csak a lábát törte el.,Miles felállt és elsétált.,"Miles úgy döntött, hogy óvatosabbnak kell lennie.",2
de97e427-f428-4b4e-80e6-b22b80a9f3f1,"Johnny azt hitte, hogy Anita az igazi, de tévedett.","A férfi elhívta, de a lány azt mondta, hogy nem érzi jól magát.","Johnny úgy döntött, hogy elmegy egy klubba, csak inni és zenét hallgatni.","Éjfélkor hátranézett, és látta, hogy Anita egy másik férfival táncol.",Johnny újra randira akarta hívni Anitát.,Johnny nem hívta el újra randira Anitát.,2
4d1e86d9-f613-47c4-848e-0e4b9fbe3dce,A szeme égett a fájdalomtól.,A gyomra felkavarodott és felfordult.,A tüdeje megtelt folyadékkal.,Fájdalmas köhögések zúgtak kis otthona folyosóin.,"Biztos, hogy közel volt a halálhoz, még az éjszaka vége előtt elment volna.","Felállt, és úgy döntött, hogy elmegy kocogni.",1
c9bc611e-b71c-48e9-a3d3-4a4ebcb9a8cc,Tom a nagy vizsgára készült.,Aztán elaludt az unalomtól.,Öt órát aludt.,Döbbenten ébredt fel.,Tom igyekezett minél többet tanulni a vizsga előtt.,Tom felkészültnek érezte magát a vizsgára.,1
7ef8e330-87c0-45f1-a4ac-c51818a46ac5,"A barátaim ebédeltek, és az asztalnál találkoztunk.","Ben éhes volt, és mindenki előtt befejezte az ebédjét.","Visszatért az ebédlőbe, hogy még több ételt vegyen.",Ettől még nem volt kitalálva.,"Úgy döntött, hogy vesz még ebédet, és ekkor rosszul lett.","Aztán abbahagyta az evést, mert jóllakott.",1
86178f58-f674-42bc-91f8-23038c98197a,"Jill apja elvitte őt, hogy válasszon egy cicát.",Ketten voltak a ketrecben.,Egyet sem hagyhatott hátra.,Az apja egyetértett.,Jill és az apja hazavittek egy cicát.,Jill és az apja mindkét cicát hazavitte.,2
2a41a1bd-54d3-40cb-ba38-eba5e3c5c31c,Ma volt az első osztályos kirándulásom.,Az osztályom az iskola hátsó részében lévő pályára ment.,Sok diák és oktató a földre terített törölközőkön pihent.,Ezenkívül számos sportra is sor került.,Aznap szépen lebarnultam.,"Egy focilabdával arcon ütöttek, és monoklit kaptam.",1
50a2e0a9-17b0-4670-9e3b-7c7a0bcf3512,Egy kutya megállt egy tónál inni.,Összetévesztette a tükörképét egy másik kutyával.,"Harcra éhes, és beugrott a vízbe.",Nem meglepő módon az ellenfele megfoghatatlannak bizonyult.,A kutya behúzott farokkal szaladt haza.,A másik kutya elkapta és megharapta a fülét.,1
1257ebe1-6a10-49c0-bd35-28ca88e2baec,Péter meg akarta mutatni a lányának a kedvenc karácsonyi dalát.,Lejátszott neki egy videót a dalról.,"Ezután hagyta, hogy meghallgassa a hangsávot.","Legutóbb úgy döntött, hogy elénekli neki a dalt.",Péter utálta a karácsonyt.,Péter lánya élvezte a zenét.,2
00c4e875-144a-4c40-b83a-08a7e9926253,Yao lelkes kertész volt.,"Volt egy nagy kertje a hátsó kertjében, amit nagyon szeretett.","Elhatározta, hogy fogta a zöldségeit, és benevezte őket a helyi vásárra.",Kíváncsian várta az eredményeket.,Yao két kategóriában is helyezést ért el.,"A bírák megették Yao zöldségeit anélkül, hogy jutalmazták volna.",1
e347459b-dd6e-4b4e-afae-7bbb45964184,Mary szeretett kötélen ugrálni.,Mindig ezt csinálta.,Ez jó formában tartotta.,Mindig volt energiája.,"Mary elvesztette a munkáját, mert nem volt kitartása.","Mary örült, hogy megtanult ugrókötelezni.",2
606f2a0b-3565-4cf8-8b95-efc4196a5ef3,A bárban voltam néhány barátommal.,"Én következtem, hogy vegyek egy kört.","Odamentem a pultoshoz, és kértem tőle 13 sört és egy felest.","Elkérte a kártyámat, és felvette a rendelésemet.","Azt mondta, hogy menjek a pokolba.",Teljesítette a rendelésemet.,2
c2053646-85b1-41b4-8244-bfb1a2c21029,Scott éhes volt.,"Úgy döntött, hogy vacsorát főz.",Tacót főzött.,"Eleget készített, hogy megossza egy barátjával.",A barátja imádta a Scott által főzött tacókat.,"A barátja annyira megsértődött, hogy megkérte Scottot, hogy távozzon.",1
1e65a4f0-bc9e-4ff7-84e0-8eff744d95aa,Jorel ki akarta próbálni magát a kosárlabdacsapatban.,Nagyon keményen gyakorolt.,A próbajáték napján nagyon ideges volt.,A gyakorlata kifizetődött.,"Felkérték, hogy csatlakozzon a csapathoz.",Borzalmasan játszott.,1
4970b8a1-f2b4-4cfd-85d0-0e93edbd86f7,Beth és Carol elmentek kínait enni.,Vacsora után Beth kinyitotta a szerencsesütijét.,Beth jó szerencsét várt a hét hátralévő részére.,"Beth a hét folyamán felhívta őt, hogy jó híreket közöljön vele.",Beth kutyáját elütötte egy autó!,Beth megnyerte a lottót!,2
f6f37f29-ff73-4b5b-980c-55b0a2d1340c,"Sally szerette a szódavizet, amit az anyja vett.",Felkapott egyet a hűtőből.,"Izgatottan várta, hogy kinyissa és megkóstolja.","Sally nem tudta, hogy a bátyja előtte mindet megrázta.",A víz nagyon csendes volt.,A víz felrobbant.,2
e0644cca-3711-444f-ba22-22e701d18fa9,A menyasszony és a vőlegény végigsétált az oltárhoz.,Végül összeházasodtak.,Az esküvő a country klubban volt.,"Amikor a menyasszony eldobta a csokrát, a legjobb barátnője elkapta.",A legjobb barátnője dühösnek érezte magát.,A legjobb barátnője el volt ragadtatva.,2
facc8d6c-0f9d-472a-aa08-a7bacb41d38b,Gordon siet a megbeszélésre.,"Kirohan a laboratóriumból, és megcsúszik a kinti jégen.","Amikor feláll, észreveszi, hogy megkarcolta a csuklóját.",Alig ér oda időben a megbeszélésre.,"Gordont kirúgják, mert elkésett a megbeszélésről.","Gordon megfogadja, hogy legközelebb óvatosabb lesz.",2
cd4c6628-e2b1-4959-afaf-e3008821b177,"A két idős hölgy beszélgetett, miközben a parkban ebédeltek.","Az egyikük kihozott egy kosarat, és az asztalra tette az ételt.","Boldogan beszélgettek és ettek, amíg valamin vitatkozni nem kezdtek.","Az egyikük egy szelet tortát vágott a másikhoz, és ezzel ételmérkőzésbe kezdett.","A rendőrségnek kellett jönnie, hogy szétválassza a vitát.","Kiegészítették egymást, hogy milyen finom volt a torta.",1
11c99af0-78e8-414d-b78c-2c70fe407ba6,Mike-nak gyönyörű barátnője volt.,Egy nap az iskola udvarán sétálgatott.,Látta a barátnőjét egy másik férfival.,"A másik fickó a barátja, Bob volt.","Mike örült, hogy nem az iskola udvarán sétálgatott.","Mike szomorú volt, hogy barátnőjét mással látta.",2
7ac29522-a873-4083-832c-cf8fbbf3d1dd,Kara tegnap elvesztette a kutyáját.,Kiborult.,Kara kétségbeesetten kereste az egész városban.,Végül a szomszéd kertjében találta meg a kutyát.,"Kara megkérte a szomszédokat, hogy ne tegyenek ki kutyakaját az udvarukra.","Kara vett egy házimacskát, és rózsaszínre festette.",1
1055bd28-9480-4e7e-8b5c-68575b03911b,Minden évben részt veszünk a nagynéném házában egy medence melletti grillezésen.,"Egyik évben, amikor a nővérem még nagyon kicsi volt, beleesett a medencébe.","Amint apám észrevette, hogy eltűnt, rohant a medencéhez.","Belemerült, és felhozta a húgomat a felszínre.","Miután megmentettük, mindannyian megkönnyebbültünk.",Ezután elengedtük úszni.,1
44b83c91-61e5-48e1-aa8b-a4712e3b837a,"A szigonyozó eltalálta a bálnát, amely felborzolódott és futásnak eredt.","Néhány percig minden rendben volt, de aztán a bálna mély hangot adott ki.","A vonal nem tudott elég gyorsan kifizetődni, és az orr mélyre süllyedt.","A csónak a hullámok alá csúszott, és nem jött vissza.",A szigonyos a hajóval együtt elsüllyedt.,A szigonyos egy szörfdeszkán bukkant fel.,1
054e6e40-539e-4b88-b81d-acec771d42cb,Sarah nagyon éhes volt.,"Kiment a konyhába enni, de csak kenyeret kapott.","Pirítóst sütött, vajjal és lekvárral.","Amikor az asztalhoz ment, elejtette a pirítóst.",Sarah annyira lehangolt volt.,"Sarah örült, hogy elejtette a pirítóst.",1
f82aee98-72da-4a92-b898-d4d362101498,"Karácsony másnapján elhagytuk Észak-Karolinát, és Floridába utaztunk.","Hosszú volt az út, és alig vártuk, hogy odaérjünk.","A családdal töltöttük az időt, és elmentünk Disney Worldbe.",Egy egész napot töltöttünk a Magic Kingdomban.,"Ezután hazamentünk, és békésen aludtunk.",Ezután elhagytuk a Six Flags-t és hazamentünk.,1
099edf1f-91ae-4f8c-b9ed-4e921a7c3b02,Nicole mindennél jobban szeretett volna nagynéni lenni.,"Az volt a baj, hogy nem voltak testvérei.","Ma Nicole kapott egy üzenetet az unokatestvérétől, Hsziaótól.",Xiao és férje kisfiút vártak.,"Úgy gondolta, hogy tiszteletbeli nagynéni lehet.","Úgy döntött, hogy nem szereti a babákat.",1
fee44088-f58d-4ef9-93dc-cffe69f03d77,Mary és Emma a tengerpartra hajtott.,"Úgy döntöttek, hogy úsznak az óceánban.","Mary megfordult, hogy beszéljen Emmához.","Emma azt mondta, hogy vigyázzunk a hullámokkal.","Az óceán olyan nyugodt volt, mint egy fürdőkád.",Egy nagy hullám ledöntötte Máriát a földre.,2
cef2eb7e-2792-46b4-9492-dbabc9155829,"Jeff most jegyezte el a barátnőjét, Ashley-t!","Nagyon boldogok, és azonnal elkezdték tervezni az esküvőt.","Órákon belül rájöttek, milyen drága lesz minden.","Jeff úgy döntött, hogy részmunkaidős munkát vállal, hogy mindezt ki tudja fizetni.",Ashley is kapott egy részmunkaidős állást.,Jeff még aznap felmondott.,1
4989e550-64be-4b0e-a667-fee519fc2980,"Josh korán kelt, hogy felkészüljön a tervezett túrára.","Miután lezuhanyozott, meggyőződött róla, hogy minden felszerelését becsomagolta.","Elhagyta a házát, és elment a parkba, ahová túrázni készült.","Mivel még korán volt a nap, Josh többnyire magára hagyta az ösvényt.",Josh imádta a természetet.,Josh irtózott a szabadban.,1
5be778f7-bed0-4ffd-b275-eaa8dd6eb417,Pénteken kosárlabda meccs volt.,A barátaimmal meg akartuk nézni.,"Összegyűltünk, és szereztünk egy kis pénzt uzsonnára.","Bementünk a pályára, és leültünk.","Miután leültünk, úgy döntöttünk, hogy elmegyünk.",Nekünk a pálya felőli ülések voltak.,2
a524f46d-2122-4d80-9cf6-35e7295e27c1,"Anne azt akarta, hogy borostyán másszon a háza falára.","Úgy gondolta, hogy furcsa és varázslatos.","Kis borostyánpalántákat szerzett, és elültette őket.",Hamarosan elkezdtek felmászni otthona falain.,Pontosan ezt akarta.,Nagyon allergiás volt a mérges szömörcére.,1
94d111c2-3c86-40cc-afaa-e9d0a123c3d5,"A célom az, hogy kétszáz kiló fölé jussak a guggológépen.",Az én edzőtermemben ez a maximális súly az adott gépen.,Jelenleg csak körülbelül százötven kilót tudok megtenni.,Nagyon keményen dolgoztam rajta több mint hat hónapig.,"Tudom, hogy egyszer majd körtét fogok enni.","Tudom, hogy egy nap eljutok oda.",2
36df2002-92f3-4a85-ac47-8df95d219cb2,Ella apjának üzleti útra kellett mennie Münchenbe.,"Ella könyörgött az apjának, hogy vigye magával.","Még soha nem járt Németországban, és látni akarta!","Az apja beleegyezett, és magával vitte Ellát az útra.",Csalódott volt.,Csodálatosan érezte magát.,2
f2a6a95f-5396-4984-a7a5-06df5b948f40,Henry szülei elvitték őt az első moziba.,"Vettek neki némi harapnivalót, mielőtt bementek volna.",Bent a színházban a hátsó üléssorban ültek.,Henry az egész filmet élvezte.,"Szüntelenül sírt és könyörgött, hogy hazamehessen.","Megköszönte a szüleinek, hogy elvitték moziba.",2
b58034b4-b513-4b73-86e5-57755b8fc4d2,Tim imádott tonhalakkal úszni az óceán mélyén.,Soha nem bántaná vagy próbálná elkapni őket.,Egy nap egy halászhajó érkezett a tonhalak otthonához.,Tim másnap megpróbált lemerülni a tonhallal.,Nem találta a tonhalat.,Nem kereste a tonhalat.,1
97d25389-0521-4516-bafc-2cec760dbd4a,Mel randira vitt egy lányt.,Csodálatosan érezték magukat.,Másnap felhívta őt egy második randira.,"Aggódott, hogy a nő visszautasítja.",Egy ideig Alaszkában volt egy kiránduláson.,A férfi megkönnyebbülésére a nő elfogadta.,2
59201852-aca6-4676-a477-b7c6e6707679,"Lira nagyon izgatott volt, hogy találkozhat kedvenc rapperével.",Volt backstage belépője a koncert utánra.,"Elindult a színfalak mögé, és bemutatkozott.","Elborzadva tapasztalta, hogy a rapper részeg, durva és szexista.",Lira a rapper egyik roadja lett.,Lira soha többé nem hallgatta a rapper zenéjét.,2
1ca57071-a5bb-4dcc-b0bf-d5321e6e3845,Mosogatás közben Caitlin összetörte anyukája egyik legjobb edényét.,"Caitlin tudta, hogy az anyja mérges lenne.","Hazudott, és azt mondta, hogy a nővére tette.",A húgát megszidták.,"Caitlin bűntudatot érzett, és tisztázta magát az anyjával.",Caitlin húga méltán viselte a büntetést.,1
bb99b560-0513-4756-88fc-0c6aa8cecadb,Andrea új háziállatot keresett.,Egy kutya örökbefogadását fontolgatta.,"Miután meglátogatta a helyi kutyamenhelyet, úgy döntött, hogy megment egy kiskutyát.","Miután a papírmunkát véglegesítették, Andrea hazavitte a kutyát.",Andrea bemutatta a kutyát a családnak.,Andrea odaadta a kutyát egy idegennek.,1
8cbd5a81-89cb-433c-a34d-ced88c0fdd8d,Will és Anna már 12 éve randevúzott.,Együtt mentek nyaralni a tengerpartra.,"A tengerparton sétálva Will úgy döntött, hogy megkéri a kezét.",Anna igent mondott.,"Will nagyon feldúlt volt, hogy Anna igent mondott.",Nyolc hónappal később összeházasodtak.,2
65afbe34-fc9d-4834-88b0-64e40acf5a6e,Ellie figyelte a körhintát.,"Nem tudta eldönteni, melyik állatot lovagolja meg.",Volt egy rózsaszín ló vagy egy kék nyuszi.,Ezért kétszer is felszállt rá.,"Minden alkalommal más állatot lovagolt, ami boldoggá tette.","Ellie mindkétszer sírt, mert nem akart felszállni.",1
758bfe67-dfe7-4908-93fa-d5825f703f96,Fociztam a barátaimmal.,Felállítjuk a pozíciónkat.,"Amikor a játék elkezdődött, megtámadtak.",Megsérült a térdem és sikítottam.,"A barátaim abbahagyták a játékot, hogy lesegítsenek a pályáról.","Visszaálltam, hogy befejezzem a játékot.",1
93405aa3-0d24-4bba-8aa8-3a7d4d91bf29,Ma meglátogatott a rehabilitációs terapeutám.,Egy gyors edzésre készült.,Néhány alsótest-gyakorlattal kezdtünk.,"Amikor én csináltam néhány felülést, ő megpróbált több felülést csinálni, mint én.",A rehabilitációs terapeutám motiváló.,A rehabilitációs terapeutám nárcisztikus.,1
ee44e2e3-efc7-4529-8755-2ff5ac1897d9,Karácsonyra új kesztyűt vettem a barátnőmnek.,Bőrből készültek és jól néznek ki.,"Megtetszett neki, és felpróbálta őket.",Sajnos nem fértek bele.,A barátnőm most szerzett diplomát talajgazdálkodásból.,"Visszavittem őket a boltba, és egy másik méretet vettem.",2
63a75f76-2746-410e-b102-9dbf97c164e0,Mina elvesztette a táskáját egy étteremben.,Annyira boldogtalan volt!,"Azt hitte, hogy soha nem kapja vissza a dolgait.",De aztán Minát csodálatos meglepetés érte.,Egy idegen ellopta a táskáját.,"Egy idegen megtalálta a táskáját, és visszavitte az étterembe.",2
05e5583a-c950-49f3-a03e-80d7f9ccefa6,Pete új állást kapott egy szoftvercégnél.,Ez volt Pete álmai munkája egész életében.,"Pete minden jó ötletét leírta, és folyamatosan megmutatta a főnökének.",Nemsokára Pete-et igazgatóhelyettessé léptették elő.,"Pete otthagyta a munkáját, és soha nem nézett vissza.",Egy évvel később ismét előléptették.,2
ddda87a3-3139-44fe-8593-6fd6fd643a3c,Egy ideje nem láttam a barátnőmet.,"Új állása van, így nehéz beszélgetni.",A munka minden idejét leköti.,"Végül felhívott, hogy lógjunk együtt.","Nem örültem neki, ezért szakítottunk.","Nagyon örültem neki, és terveket szőttünk.",2
d05b6efe-0ec1-441d-9d53-200701babc6b,"Gina csak egyedül akart lenni, hogy sírhasson.","Az egyetlen hely, ahol ezt megtehette az iskolában, a mosdó volt.",De az emberek a fürdőszobában voltak.,"Az ajtóra tett kézzel állt, érezte, hogy a könnyek égetik a szemét.","Nem tudta megállni, hogy ne törjön ki harsány nevetésben.","Megpróbált a lehető legcsendesebben beszélni, miközben zokogott.",2
df758982-8116-4c76-b7cb-5f67e0a97914,Gina a kertet locsolta.,"Ahogy a bátyja elsétált mellette, lefröcskölte vízzel.",Nevetve és sikoltozva rohant.,A testvérei és egy másik bátyja is csatlakozott.,Gina szomorú volt.,Gina remekül érezte magát.,2
5a71cb4d-23f8-465a-84ac-a69ca56dfa07,Agatha mindig is szeretett volna madarakat tartani.,Így egy nap két házi pintyet vásárolt.,Hamarosan már nem bírta elviselni az állandó zajukat.,És még rosszabb volt az állandó rendetlenségük.,"Agatha úgy döntött, hogy vesz még kettőt.","Agatha úgy döntött, hogy visszaadja őket.",2
c6653f2f-77a9-4adc-8dd6-64754847a6f3,A fiúk moziba akartak menni.,"Tudták, hogy ha a házimunka elvégzése nélkül kérik, nem mehetnek.",Minden házimunkát elvégeztek.,"Megkérdezték, hogy elmehetnének-e moziba.","A szüleik azt mondták, hogy először a házimunkát kell elvégezniük.","A szüleik igent mondtak, és elmentek moziba.",2
20165765-4bc3-4a45-9c22-44ff8fd303c5,"Észrevettem, hogy a hajam kezd túl hosszú lenni.","Megpróbáltam magam levágni, de nem sikerült.","Felhúztam a cipőmet, és felkaptam a kulcsaimat.",Elmentem a fodrászhoz fodrászhoz.,Nagyszerű munkát végzett.,"Azt mondta, hogy vágjam le magam.",1
3ea721b1-70dd-4222-b25d-4273e80ae312,"Sandra nem tudta elhinni, hogy végre megérkezett Hollywoodba.","Elkezdett meghallgatásokra járni, hogy megvalósítsa álmát, hogy sztár legyen.","A dolgok nem alakultak jól, és pincérnőként kellett dolgoznia, hogy boldoguljon.","Hamarosan megtudta, hogy az egyik törzsvendége egy tehetségkutató volt.","Sandra azt mondta az ügynöknek, hogy hagyja őt békén.",Így hát összebarátkozott az ügynökkel.,2
