InputStoryid,InputSentence1,InputSentence2,InputSentence3,InputSentence4,RandomFifthSentenceQuiz1,RandomFifthSentenceQuiz2,AnswerRightEnding
43ff94c9-d83c-4ac5-bb44-d91f808c1e61,Feliciano used to pick olives with his grandmother.,She told him stories about her ancestors as she picked.,"Before you knew it, the sun had set.",They took the olives home and ate them together.,Then they went olive picking.,Feliciano was happy to have had a good day.,2
5b2f7f43-ce2f-4405-9576-21ef0ae67612,Aaron's girlfriend invited him to dinner.,"He said he was going to prepare his favourite dish, chicken alfredo.","Aaron was very excited that she wanted to cook, but he hated alfredo.",She must have mixed up her words when he told her he liked her the least.,Aaron suggested that she help him prepare another meal instead.,Aaron broke up with her.,1
d9dde843-ee66-4dca-820a-c3d489ba586f,Oliver was nervous about the wedding.,He was worried that he would stutter during the swearing-in.,"When the time came, he took a deep breath and began to speak.","He stammered, but my wife smiled and hugged him, so he was fine.",Oliver has decided not to get married.,Oliver was very grateful for his wife's love.,2
705d7e4d-3b56-48dc-9dad-9b14eff97d95,Sara lost her cat.,It was so sad!,It has erected signs throughout the area.,Then something wonderful happened.,Sarah broke her leg.,Someone has found your cat.,2
a37be14a-7724-464c-8344-87624fafaa34,Kelly was playing with the new Mario game.,He has been playing with it for several weeks.,He played for so long without beating the level.,"Finally, he has passed the last stage.",Kelly was angry about it.,Kelly was very happy to finally beat him.,2
17cfe8c3-561d-4910-8644-0565deccbe79,Tim and Deb have been seeing each other for almost a year.,"Last Christmas, they met at a party they attended.",Tim picked Deb up for a date this evening and took her out for a lovely dinner.,"After dessert, he asked for my hand.",Deb accepted Tim's marriage proposal.,Deb told Tim that she was only interested in women.,1
87aa1560-0c24-4a6d-8507-6ae058e4422a,My roommate is from Germany.,He is a very good cook.,One day he made me a sausage like the ones he used to eat back home in Germany.,He said the sausage was poorly prepared.,The grains were delicious.,I liked them anyway.,2
9cba37ea-cc3e-4775-b044-c3d3d4983d22,"When I was a kid, I really wanted to play chess.",I sat down with my grandfather and he taught me.,"At first he just taught, but it became a special thing.","As I got older, I continued to play checkers with him.",I still hate the Queen today.,I have very fond memories of the Queen.,2
a0769cd4-45a0-492c-a566-b14b9b17cba6,"Like all her friends, Ivy wanted a mobile phone.",He raised money by delivering newspapers.,Fast enough for your phone.,He went shopping and picked the perfect phone.,Amy spent all the money on clothes.,He liked his new phone.,2
40f3b904-81c7-4e92-b245-ff20840733a2,Dave walked into a grocery store.,There he bought his favourite energy drink.,He only had enough money for one can.,He came out into the corridor and smiled at what he saw.,Dave bought a whole crate.,They were for sale.,2
b00c883d-782a-428a-be8d-1749a200575f,"Gina was sitting on her grandfather's bed, looking out.",It was winter and his garden was dead by spring.,"His grandfather has died, so no one will take care of him.",Weeds would grow and smother the flowers.,Gina asked her grandfather which flower he liked best.,Gina decided to go out and pick some weeds.,2
1d3e5ddd-76a9-401d-8c5c-a6f5f0bd7160,Ramona was very unhappy at work.,He asked for a raise but was refused.,The rejection prompted him to start aggressively screening job ads.,He found an interesting new opportunity and arranged an interview.,He was offered a new job with a higher salary.,Ramona had no reason to want to change jobs.,1
34ddd737-0709-4fc7-b64b-6c43eaf9f48c,I wanted to buy a games console.,I asked my parents and they came up with the idea.,"I was told that if I did the housework, I would get money to save.","All summer long, I did housework every week without being asked.",My parents gave me enough money to buy a console.,"At the end of the summer, I returned the money to my parents.",1
fc416bf8-23b2-41af-b4bf-ffc544321166,Felipe has been interested in Germany since childhood.,He learned about language and culture from books in the library.,Eventually he went to college and ended up in Berlin.,"Felipe loved German art, food and beer.",Felipe never wanted to go to Germany again.,"Later in his life, Felipe visited Germany once more.",2
d8079c78-7eda-4006-a7f5-993cc1456bcb,Miles was a roofer.,He loved his job and was very good at it.,"One day, he wasn't paying attention and fell off the roof.","Fortunately, he only broke his leg.",Miles got up and left.,Miles decided he needed to be more careful.,2
de97e427-f428-4b4e-80e6-b22b80a9f3f1,"Johnny thought Anita was the one, but he was wrong.","He asked her out, but she said she didn't feel well.",Johnny decided to go to a club where he would just drink and listen to music.,"At midnight, he looked back and saw Anita dancing with another man.",Johnny wanted to ask Anita out again.,Johnny has stopped asking Anita out.,2
4d1e86d9-f613-47c4-848e-0e4b9fbe3dce,His eyes were burning with pain.,Her stomach lurched and turned over.,Your lungs are full of fluid.,A painful cough echoed through the corridors of her small home.,"He was certainly close to death, he would have left before the end of the night.",He got up and decided to go for a run.,1
c9bc611e-b71c-48e9-a3d3-4a4ebcb9a8cc,Tom was preparing for the big exam.,Then he fell asleep out of boredom.,He slept for five hours.,He woke up in shock.,Tom tried to learn as much as he could before the exam.,Tom felt ready for the exam.,1
7ef8e330-87c0-45f1-a4ac-c51818a46ac5,My friends were having lunch and we met at the table.,Ben was hungry and finished his lunch before the others.,He returned to the dining room to buy more food.,That does not mean it was invented.,"He decided to buy another lunch, but then he felt sick.",Then he stopped eating because he was full.,1
86178f58-f674-42bc-91f8-23038c98197a,Jill's father took her to pick out a kitten.,There were two in the cage.,He could leave nothing behind.,His father agreed.,Jill and her father brought home a kitten.,Jill and her father took both kittens home.,2
2a41a1bd-54d3-40cb-ba38-eba5e3c5c31c,Today was my first class trip.,My class went to the playground at the end of the school.,Many students and teachers were resting on towels spread on the floor.,There were also a number of sports on offer.,I got a nice tan that day.,I got hit in the face with a football and bruised my eyes.,1
50a2e0a9-17b0-4670-9e3b-7c7a0bcf3512,The dog stopped by the pond to drink.,He exchanged his reflection for another dog.,"Eager to fight, he jumped into the water.","Unsurprisingly, his opponent proved elusive.",The dog rushed home with its tail between its legs.,Another dog caught him and bit his ear.,1
1257ebe1-6a10-49c0-bd35-28ca88e2baec,Peter wanted to show his daughter his favourite Christmas song.,She played a video of the song for him.,He then gave her an audio recording to listen to.,He recently decided to sing a song for her.,Peter hated Christmas.,Peter's daughter enjoyed music.,2
00c4e875-144a-4c40-b83a-08a7e9926253,Yao was a keen gardener.,"He had a large garden in his backyard, which he adored.",He decided to take his vegetables and offer them at the local market.,He wanted to know what the results would be.,Yao is also entered in two categories.,The judges ate Yao's vegetables without rewarding him.,1
e347459b-dd6e-4b4e-afae-7bbb45964184,Mary loved to jump rope.,He did it all the time.,That's why it's in good shape.,He always had energy.,Mary lost her job because she was out of shape.,Mary was happy to learn to jump rope.,2
606f2a0b-3565-4cf8-8b95-efc4196a5ef3,I was in a bar with friends.,Now it was my turn.,I walked up to the barman and asked him for 13 beers and a shot.,He asked me for my card and accepted the order.,He told me to go to hell.,You have fulfilled my order.,2
c2053646-85b1-41b4-8244-bfb1a2c21029,Scott was hungry.,She decided to cook dinner.,He cooked tacos.,He made enough of them to share them with a friend.,Her boyfriend liked the tacos Scott prepared.,My friend was so offended that he asked Scott to leave.,1
1e65a4f0-bc9e-4ff7-84e0-8eff744d95aa,Jorel wanted to try out for a basketball team.,He practised very hard.,"On the day of the audition, he was very nervous.",The exercise paid off.,He was invited to join the team.,He played a terrible game.,1
4970b8a1-f2b4-4cfd-85d0-0e93edbd86f7,Beth and Carol went for Chinese food.,"After dinner, Beth opened her fortune cookie.",Beth was looking forward to the rest of the week.,Beth called him during the week and gave him the good news.,Beth's dog was hit by a car!,Beth won the lottery!,2
f6f37f29-ff73-4b5b-980c-55b0a2d1340c,Sally liked the sparkling water her mother bought her.,He took one out of the fridge.,He opened it with enthusiasm and tried it.,Sally didn't know that her brother had shaken them all up in front of her.,The water was very calm.,The water exploded.,2
e0644cca-3711-444f-ba22-22e701d18fa9,The bride and groom walk down the aisle.,They eventually married.,The wedding took place at a country club.,"When the bride threw the bouquet, her best friend caught it.",Your best friend was angry.,His best friend was delighted.,2
facc8d6c-0f9d-472a-aa08-a7bacb41d38b,Gordon rushes to the meeting.,He escapes from the lab and slips on the ice outside.,"When he gets up, he notices that he has scratched his wrist.",You can barely make it to your meeting on time.,Gordon is sacked for missing a meeting.,Gordon promises to be more careful next time.,2
cd4c6628-e2b1-4959-afaf-e3008821b177,Two elderly ladies were chatting during lunch in the park.,One of them took a basket and put the food on the table.,They were happy to talk and eat until they started arguing.,One of them threw a piece of cake at the other and started a food fight.,The police had to break up the dispute.,They thanked each other for how delicious the cake was.,1
11c99af0-78e8-414d-b78c-2c70fe407ba6,Mike had a beautiful girlfriend.,One day he was walking in the school yard.,He saw his girlfriend with another man.,The other boy was his friend Bob.,Mike was glad he wasn't walking in the schoolyard.,Mike was sad to see his girlfriend with someone else.,2
7ac29522-a873-4083-832c-cf8fbbf3d1dd,Kara lost her dog yesterday.,Cyborult.,Kara searched desperately all over the city.,He eventually found the dog in a neighbour's garden.,Kara asked neighbours not to dump dog food in their yards.,Kara bought a pet cat and painted it pink.,1
1055bd28-9480-4e7e-8b5c-68575b03911b,Every year we attend a barbecue by the pool at my aunt's house.,"One year, when my sister was very young, she fell into a swimming pool.","When my father noticed that he was not there, he ran to the pool.",It sank and pulled my sister to the surface.,"When we rescued him, we all breathed a sigh of relief.",Then we let him swim.,1
44b83c91-61e5-48e1-aa8b-a4712e3b837a,"The harpooner hit the whale, which turned and ran away.","Everything was fine for a few minutes, and then the whale made a soft sound.",The line could not pay off fast enough and the nose sank deep.,The boat slipped beneath the waves and never came back.,The harpooner sank with the ship.,The harpooner appeared on a surfboard.,1
054e6e40-539e-4b88-b81d-acec771d42cb,Sarah was very hungry.,"He went to the kitchen to eat, but all he got was bread.",He made toast with butter and jam.,"When he went to the table, he dropped the toast.",Sara was so depressed.,Sarah was glad she had skipped the toast.,1
f82aee98-72da-4a92-b898-d4d362101498,"The day after Christmas, we left North Carolina for Florida.",It was a long drive and we couldn't wait to get there.,We spent time with the family and went to Disney World.,We spent a full day at the Magic Kingdom.,Then we went home and slept peacefully.,Then we left Six Flags and went home.,1
099edf1f-91ae-4f8c-b9ed-4e921a7c3b02,Nicole's biggest ambition was to become an aunt.,The problem was that he had no brothers or sisters.,"Today, Nicole received a message from her cousin Xiao.",Xiao and her husband were expecting a baby boy.,She thought she could be an honorary aunt.,She has decided that she doesn't like babies.,1
fee44088-f58d-4ef9-93dc-cffe69f03d77,Mary and Emma drove to the beach.,They decided to swim in the ocean.,Mary turned to Emma.,Emma told us to be careful of the waves.,The ocean was as calm as a bathtub.,A large wave knocked Maria to the ground.,2
cef2eb7e-2792-46b4-9492-dbabc9155829,Jeff just got engaged to his girlfriend Ashley!,They are very happy and immediately started planning their wedding.,"Within hours, they realised how expensive it was all going to cost.",Jeff decided to work part-time to pay for it.,Ashley has taken up a part-time job.,Jeff resigned that day.,1
4989e550-64be-4b0e-a667-fee519fc2980,Josh got up early and prepared for the planned hike.,"After showering, he made sure he packed all his gear.","He left the house and went to the park, where he planned to go for a hike.","As it was still early in the day, Josh mostly left the road alone.",Josh loved nature.,Josh hated the outdoors.,1
5be778f7-bed0-4ffd-b275-eaa8dd6eb417,"On Friday, there was a basketball game.",My friends and I wanted to see it.,We got together and got some money for a snack.,We went into the field and sat down.,"When we sat down, we decided to leave.",We had seats along the route.,2
a524f46d-2122-4d80-9cf6-35e7295e27c1,Anna wanted ivy to climb the walls of her house.,It seemed strange and magical to him.,She got ivy seedlings and planted them.,Soon they were climbing the walls of his home.,This is exactly what he wanted.,He was very allergic to poison ivy.,1
94d111c2-3c86-40cc-afaa-e9d0a123c3d5,My goal is to exceed 200 kilos on the push-up machine.,"In my gym, this is the highest weight on this machine.","At the moment, I can only manage about a hundred and fifty kilograms.",I worked hard on it for more than six months.,I know that one day I will eat pears.,I know that one day I will succeed.,2
36df2002-92f3-4a85-ac47-8df95d219cb2,Ella's father had to travel to Munich on business.,Ella asked her father to take her with him.,He had never been to Germany and wanted to see it!,My father agreed and took Ella with him on the trip.,He was disappointed.,It felt wonderful.,2
f2a6a95f-5396-4984-a7a5-06df5b948f40,Henry's parents took him to his first cinema.,"Before they entered, they bought him some snacks.","In the theatre, they sat in the back row.",Henry enjoyed the whole film.,She cried and asked to go home.,He thanked his parents for taking him to the cinema.,2
b58034b4-b513-4b73-86e5-57755b8fc4d2,Tim loved to swim with tuna in the deep ocean.,I would never hurt them or try to catch them.,"One day, a fishing boat came to the tuna's home.","The next day, Tim tried to dive with a tuna.",He couldn't find the tuna.,He wasn't looking for a tune.,1
97d25389-0521-4516-bafc-2cec760dbd4a,Mel took a girl on a date.,They had a wonderful time.,"The next day, he called her for a second date.",He was worried that she would refuse.,He spent some time travelling in Alaska.,"To his relief, she accepted.",2
59201852-aca6-4676-a477-b7c6e6707679,Lira was very excited to meet her favourite rapper.,"After the concert, he had backstage passes.",He went backstage and introduced himself.,"She was horrified to find that the rapper was drunk, rude and sexist.",Lira became one of the rapper's companions.,Lira never listened to the rapper's music again.,2
1ca57071-a5bb-4dcc-b0bf-d5321e6e3845,Caitlin broke one of her mum's best dishes while washing up.,Caitlin knew her mother would be angry.,He lied and said his sister had done it.,His sister was reprimanded.,Caitlin felt guilty and confessed to her mother.,Caitlin's sister deservedly took the punishment.,1
bb99b560-0513-4756-88fc-0c6aa8cecadb,Andrea was looking for a new pet.,He was thinking of adopting a dog.,"After visiting a local dog shelter, he decided to rescue a puppy.","Once the paperwork was done, Andrea took the dog home.",Andrea introduced the dog to the family.,Andrea gave the dog to a stranger.,1
8cbd5a81-89cb-433c-a34d-ced88c0fdd8d,Will and Anna have been dating for 12 years.,They went on a beach holiday together.,"While walking on the beach, Will decided to propose to her.",Anna said yes.,Will was very upset because Anna said yes.,"Eight months later, they got married.",2
65afbe34-fc9d-4834-88b0-64e40acf5a6e,Ellie watched the carousel.,He couldn't decide which animal to ride.,It contained a pink horse or a blue bunny.,That is why he has been there twice.,"Each time he rode a different animal, which made him happy.",Ellie cried both times because she didn't want to go in.,1
758bfe67-dfe7-4908-93fa-d5825f703f96,I played football with friends.,We have prepared our position.,"When the game started, I was attacked.",I hurt my knee and screamed.,My friends stopped the game and helped me off the court.,I resigned to finish the game.,1
93405aa3-0d24-4bba-8aa8-3a7d4d91bf29,Today I had a visit from my rehabilitation therapist.,He went for a quick workout.,We started with exercises for the lower body.,"When I did some squats, he tried to do more squats than me.",My rehabilitation therapist motivates me.,My rehabilitation therapist is a narcissist.,1
ee44e2e3-efc7-4529-8755-2ff5ac1897d9,I bought my girlfriend a new pair of gloves for Christmas.,They are made of leather and look good.,He liked them and tried them on.,"Unfortunately, they did not fit.",My girlfriend has just graduated in soil management.,I took them back to the shop and bought another size.,2
63a75f76-2746-410e-b102-9dbf97c164e0,Mina lost her bag in a restaurant.,He was so unhappy!,He thought he would never get his stuff back.,And then a wonderful surprise awaited Mina.,A stranger has stolen your bag.,A stranger found his bag and took it back to the restaurant.,2
05e5583a-c950-49f3-a03e-80d7f9ccefa6,Pete gets a new job at a software company.,This has been Pete's dream job all his life.,Pete wrote down all his good ideas and showed them to his boss.,Pete was soon promoted to Deputy Director.,Pete quit his job and never looked back.,"A year later, he was promoted again.",2
ddda87a3-3139-44fe-8593-6fd6fd643a3c,I haven't seen my girlfriend for a while.,"You have a new job, so it's hard to talk.",Work takes up all his time.,"Finally, he called me to say goodbye.","I didn't like that, so we broke up.",I was very happy and we made plans.,2
d05b6efe-0ec1-441d-9d53-200701babc6b,Gina wanted to be alone and cry.,"At school, he could only do it in the toilet.",But people were in the bathroom.,He stood with his hand on the door and felt tears stinging his eyes.,He couldn't help bursting out laughing.,"While crying, he tried to speak as quietly as possible.",2
df758982-8116-4c76-b7cb-5f67e0a97914,Gina was watering the garden.,"When her brother passed by, he sprinkled water on her.","He ran, laughed and shouted.",He was joined by his brothers and another brother.,Gina was sad.,Gina had a great time.,2
5a71cb4d-23f8-465a-84ac-a69ca56dfa07,Agata has always wanted to keep birds.,So one day he bought two pet birds.,Soon he could no longer stand their constant noise.,Even worse was their constant mess.,Agata decided to buy two more.,Agata decided to return them.,2
c6653f2f-77a9-4adc-8dd6-64754847a6f3,The boys wanted to go to the cinema.,They knew that they would not be able to go if they asked to leave without performing their duties.,All the work is done.,They asked if they could go to the cinema.,Their parents told them that they had to do their chores first.,My parents agreed and went to the cinema.,2
20165765-4bc3-4a45-9c22-44ff8fd303c5,I noticed that my hair was too long.,"I tried to cut myself, but I couldn't.",I put on my shoes and took my keys.,I went to the hairdresser to get my hair cut.,You have done a great job.,He told me to cut my hair.,1
3ea721b1-70dd-4222-b25d-4273e80ae312,Sandra couldn't believe she had finally arrived in Hollywood.,He started auditioning to realise his dream of becoming a star.,"When things didn't work out, she had to work as a waitress to survive.",He soon learned that one of his regulars was a talent show.,Sandra told the agent to leave her alone.,That's why he befriended the agent.,2
7b25f5dd-7081-47e1-99ee-ef1bdc679a00,Sally wanted to surprise the office with a cake.,Sally thought she could make them laugh with a cake.,He went to the supermarket to buy a cake.,"In the office, he gathered the staff around a conference table.",Then he brought the cake and everyone felt better.,He told them he had no cake.,1
16ac16d6-41a4-49f4-a3e1-ec242ce8f921,Sarah taught herself algebra.,"After a few weeks, the situation has not improved much.",He realised that he had not set himself any targets.,That's why he set himself a specific goal every day.,Soon Sarah started to get better at algebra.,Sarah then gave up algebra.,1
3db2f1f0-1ec7-4738-b3c5-154b63000671,Lewy loved tractors.,One day he decided to make one.,It went to the scrap heap for parts.,He then took them home.,Lewy decided to throw away all the useless parts of the tractor.,He built his own tractor.,2
ed594d9e-4c0f-4110-be41-95859a167e16,"When Bill was younger, he couldn't afford to study.",Now he is an old man who dreams of graduating.,"At the age of 70, his dream has finally come true.",Everyone was very proud of him.,Bill was most proud.,Bill is ashamed.,1
83749a3e-53e3-4e7e-9511-ca63638aca7e,Dan saw a dog shivering in the rain and thought he was lost.,The dog was friendly enough and Dan was able to take him home.,The animal had no tags or collar and appeared malnourished.,Daniel put up signs in the area and asked the neighbours.,Dan found an owner for the dog.,Dan gave up and released the dog back into the wild.,1
6ef9c54c-5c2e-4134-8ac0-0e3c978cdb0c,The teacher was walking around with a pile of papers.,It started to rain outside.,"When the teacher tried to go down a few steps, she fell.",The papers flew out of his hands and landed on the floor.,A passer-by helped him to stand up and collect his documents.,"The teacher got up and went home, leaving the papers behind.",1
a4649658-7420-442a-8b13-336f991a2e0c,The Bradley family decided to go camping.,I was loaded into a car for the two-hour journey.,"When they arrived, it was almost dark and a storm was brewing.","When the rain stopped, they set up the tent and started a fire.",The Bradleys then went on a wonderful camping trip.,The Bradleys turned around and drove home.,1
a5af376d-4177-4abd-b85d-3645e120fce5,Don and his wife went to a video rental shop.,"After half an hour, they couldn't decide which film to watch.",Don asked the shop owner to choose a film for them.,The owner has chosen a popular romantic comedy starring Katherine Heigl.,Don and his wife gave up and went home.,Don and his wife got a film.,2
0ff6265a-5399-49ee-84d4-422a40a342c2,Missy got drunk and went to get a tattoo.,He decided to get a tattoo on his forehead.,"The next day, Missy was horrified by what she had done.",Missy has raised money to pay for the tattoo removal procedure.,Missy got another tattoo on her face.,"After a lot of money spent, the tattoo disappeared.",2
ad95df27-042e-492f-8762-8ba1de02b471,Jon was always in worse shape.,Jon has decided to lose weight.,He started eating better and moving around.,Jon continued and felt the results.,Jon was delighted with the results of his weight loss.,John had a burger and fries for dinner.,1
157ed81f-52a5-4cdc-934c-6ee421675cc9,The high school football team was preparing for the playoffs.,The team was enthusiastic and the city was supportive.,The doors are decorated.,Shops were closed early.,"At the start of the match, the home stands were packed.",No one in the city was interested in the match.,1
5c609bdb-3a4f-4f3f-a50b-0f8246ee6841,Earl gets up early to make coffee.,He wanted to work awake that day.,The smell woke all her roommates.,They also wanted to make coffee.,All his roommates were making coffee.,All his roommates were sick from coffee.,1
71fbcabb-27b4-4449-a161-a8af8e3d4d8f,Maggie has a dog.,She takes her dog for a walk.,They go to the park and play.,"When they get home, Maggie feeds her dog.",Maggie and her dog are best friends.,Maggie doesn't like spending time with her smelly dog.,1
41963889-83cc-409d-9bdb-fc26eeb460c2,Ella was trying to choose her prom dress.,He couldn't decide!,So he asked a friend for his opinion.,"She said that whatever dress she chose, it was beautiful!",Ella was angry because her friend was so critical.,Ella realised that it didn't really matter what she chose to wear.,2
d0797834-8c42-44cd-8d2c-3fee56b84e28,Ben decided to be more prepared in 2016.,He planned to train at least four times a week.,Ben decided to wait until next Monday to start training.,It's Monday and Ben still hasn't started his training plan.,Ben never starts training.,Ben goes to the gym every day.,1
337bde69-adb0-4fb5-aedf-03185ea882d5,G Bear is a teddy bear with a box.,He talks to you in nonsense.,"When we were young, I bought it for my wife.",He gave it to our daughter when she was three.,My daughter was very grateful for the gift.,Our daughter was depressed.,1
519cc090-8a11-486c-89e4-1e4c20a41ba5,Chris had a lot of chicken.,Every day he collected eggs for them.,He took the eggs to the farmers' market.,Everyone loved Chris's eggs and paid a lot of money for them.,Chris went on to open a business and become successful.,Chris couldn't sell eggs.,1
638b4ccf-e7cd-4974-bfe4-5500f2342523,My daughter celebrated her sixth birthday.,We decided to throw a party for him and his friends in the art studio.,All his friends came and waited for instructions.,All the friends listened to instructions on how to draw their pictures.,"After the audition, the children created beautiful works of art.",The children then started writing their own poems.,1
ef111a9f-243a-422d-b95a-a367fac80162,My mother went to the grocery store last night.,He stopped at a traffic light and a couple of guys ran up to his door.,They put a gun to his head and told him to get out of the car.,They took it and left.,Mum slapped Boss Brody for not closing the beaches.,Mum will never shop in that shop at night again.,2
8c5e75c6-2905-47e6-87c0-0af7673ae9e0,Sal continued to play his game.,He couldn't beat level 9 for the world!,Then his cousin came and offered to help him.,The two boys played side by side.,The afternoon was spent reading books.,"Finally, with the help of his cousin, Sal moved on to the next level.",2
378d475a-fc83-43bc-8c98-c2df16f26edb,Will worked for a coal mining company.,He was the leader.,He stopped working last year.,He said he could not deal with these people.,"When he resigned, he managed to find a better job.",Will was subsequently dismissed from his job.,1
d64ddc27-16fe-4489-a3e9-dbb6c87fb10b,Bob was a collector.,He has collected a lot of useless things in his home.,Rubbish started piling up in his home.,Bob decided to call a professional cleaning service.,Bob proudly showed his house to the cleaners.,Bob was nervous about what the cleaners would think of him.,2
f750d7c0-1f23-4f93-807f-7fad39c5f756,I asked my girlfriend to dance in a very creative way.,He said yes!,I got a tuxedo and she got a beautiful dress.,We were prom king and queen at the prom!,It was a spectacular and unforgettable evening.,My girlfriend didn't want to go out with me anymore.,1
3f01b38e-acfc-4869-81ff-72aacca3364f,Today was the first day of Lent.,I was in a bad mood because I couldn't eat anything.,"I tried to fall asleep, but it didn't go well.",My friends offered me food.,I didn't find the food tempting at all.,I gave in and accepted the food because I was hungry.,2
26bc6970-8091-4aac-9342-6d0484149753,Jane went for a walk.,"During his walk, he passed an animal shelter.",He saw a cute dog looking back at him from the window.,Jane walked in and immediately made friends with the dog.,She asked a shelter worker if she would adopt the dog.,He hit the dog with a newspaper.,1
775d05ad-1b95-4b34-92cd-3d61c21b1b26,Rufus has always loved the soothing sounds of the cello.,He was determined to one day learn to play the cello.,He enrolled in a cello course and practised every evening.,He was also an expert on the cello.,Rufus was not very musical.,Rufus was determined.,2
6ef7b889-f58d-477a-8539-50aaf66f0176,Chuck bought a stereo at the store today.,"He went home, got everything ready and enthusiastically played his music.","As soon as he played the first song, one of the speakers broke.",Chuck was upset and returned to the store with a broken stereo system.,The story quickly changed stereo.,The stereo was perfectly fine.,1
c5a1ae49-1b72-4d04-b8af-c1af12f0bb2c,Molly has just gone to the shop to buy her son's birthday cake.,He didn't bother to check the box before he left.,"When he got home, he opened the box.",Then he realised he had chosen the wrong cake.,"Fortunately, her son was too young to remember her mistake.",He was very proud of himself.,1
9f8aab3c-1a0f-4eed-8b64-e608fa9a4543,Kate organised a fundraiser for Krispy Kreme doughnuts at the school.,Kate sold doughnuts for band uniforms.,"In addition, the best seller will receive a cash prize.",Kate spent the next two weeks working hard selling doughnuts.,Kate didn't sell doughnuts.,Kate won $100.,2
e3626fc9-6432-454e-b5b4-265179b2d5a6,Ed wanted to make homemade juice for his family.,He bought a bag of oranges and squeezed out the juice.,He then stored the juice in the fridge overnight.,"In the morning, he served it to his family.",His family loved him.,It was the best apple juice I've ever had.,1
b47f0177-fb6c-4020-8f14-c5bcf6fe6939,Lily has always loved to read.,Ever wondered what it would be like to write a book?,He decided to take a course in fiction writing.,Lily did well on the course and wrote a short book.,Lily hated writing.,Lily enjoyed writing the book.,2
4c8883cb-73d7-48ff-801c-75ced9d95170,Drew orders an ice cream treat at the Drive Thru restaurant.,He drove to the window and waited for his order.,The cashier handed over the ice cream with one hand.,Drew took the ice cream scoop and turned it upside down.,Drew made a mess.,So Drew kept his car clean.,1
e8ba9921-bf45-4468-a39f-3e6c930a3e7d,Sally wanted to take her dog for a walk.,He had his phone in his hand.,The dog pulled hard on the leash.,The phone went silent.,Sally was happy.,Your phone is broken.,2
